p1                        p2     rg      se       z       p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
bmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_VARICOSE_VEINS_1000g_m01_u05_geno.txt.sumstats.gz  0.117  0.0532  2.1977  0.028  0.0156     0.0033  1.0161     0.0081   -0.0053       0.0052
bmi_giant_2015.txt.sumstats.gz  dbp_ukb_v1_2016.txt.sumstats.gz  0.2055  0.0272  7.5686  3.7722e-14   0.135     0.0085  1.0119     0.0095    0.0063       0.0056
bmi_giant_2015.txt.sumstats.gz  depressive_symptoms_ssgac_2016.txt.sumstats.gz  0.1269  0.0329  3.8609  0.0001   0.049      0.004  0.9981     0.0078    0.0021       0.0053
bmi_giant_2015.txt.sumstats.gz  eduyears_ssgac_2016.txt.sumstats.gz -0.2659  0.02 -13.3031  2.2215e-40  0.1104     0.0039  0.9391     0.0103   -0.0247       0.0059
bmi_giant_2015.txt.sumstats.gz  eduyears_ssgac_2016_pruned.txt.sumstats.gz -1.1225  0.2785 -4.0309  5.5563e-05  0.4219     0.0576  12.7185      0.325   -0.3876       0.4375
bmi_giant_2015.txt.sumstats.gz  eo_baso_sum_cam_2016.txt.sumstats.gz -0.0175  0.0191 -0.9162  0.3596  0.1725     0.0223  0.9522     0.0281   -0.0076       0.0055
bmi_giant_2015.txt.sumstats.gz  eo_cam_2016.txt.sumstats.gz -0.0184  0.0194 -0.9496  0.3423   0.182     0.0236  0.9459     0.0295   -0.0076       0.0057
bmi_giant_2015.txt.sumstats.gz  eo_p_cam_2016.txt.sumstats.gz  0.0039  0.02  0.1964  0.8443  0.1761     0.0219  0.9452     0.0282   -0.0063       0.0058
bmi_giant_2015.txt.sumstats.gz  eo_p_gran_cam_2016.txt.sumstats.gz  0.005  0.0205  0.243  0.808  0.1698     0.0207  0.9446     0.0265   -0.0044       0.0059
bmi_giant_2015.txt.sumstats.gz  gran_cam_2016.txt.sumstats.gz -0.0696  0.0234 -2.9761  0.0029  0.1554      0.019  0.9548     0.0228   -0.0029       0.0062
bmi_giant_2015.txt.sumstats.gz  gran_p_myeloid_wbc_cam_2016.txt.sumstats.gz -0.0144  0.0197 -0.7318  0.4643  0.1508     0.0167  1.0123      0.029   -0.0027       0.0057
bmi_giant_2015.txt.sumstats.gz  hct_cam_2016.txt.sumstats.gz -0.0505  0.0233 -2.1656  0.0303  0.1278     0.0127  1.0059     0.0257   -0.0018       0.0059
bmi_giant_2015.txt.sumstats.gz  hdl_glgc_2013.txt.sumstats.gz -0.2648  0.0287 -9.2265  2.7961e-20  0.2359     0.0359  0.8086     0.0273   -0.1095       0.0058
bmi_giant_2015.txt.sumstats.gz  height_giant_2014.txt.sumstats.gz -0.0631  0.0192 -3.2883  0.001  0.3424     0.0176  1.2279     0.0298   -0.0821       0.0071
bmi_giant_2015.txt.sumstats.gz  hgb_cam_2016.txt.sumstats.gz -0.059  0.023 -2.5599  0.0105  0.1269     0.0119   1.003     0.0249   -0.0021       0.0057
bmi_giant_2015.txt.sumstats.gz  hlr_cam_2016.txt.sumstats.gz -0.1194  0.0187 -6.3752  1.8270e-10  0.1563     0.0195  1.0281     0.0466   -0.0002       0.0053
bmi_giant_2015.txt.sumstats.gz  hlr_p_cam_2016.txt.sumstats.gz -0.1078  0.0186 -5.8008  6.6019e-09  0.1563     0.0189  1.0266     0.0464 -8.1127e-06       0.0052
bmi_giant_2015.txt.sumstats.gz  icv_enigma_2016.txt.sumstats.gz -0.003  0.0307 -0.0989  0.9212  0.2422     0.0271   1.025     0.0083   -0.0061       0.0047
bmi_giant_2015.txt.sumstats.gz  icv_reported_enigma_2016.txt.sumstats.gz  NA  NA  NA  NA     NA        NA     NA        NA       NA          NA
bmi_giant_2015.txt.sumstats.gz  input.sumstats.gz  0.004  0.0341  0.1185  0.9057  0.0748     0.0184  1.0261     0.0114   -0.0131       0.0048
bmi_giant_2015.txt.sumstats.gz  iq_ukb_bolt_2017.txt.sumstats.gz -0.1106  0.0203 -5.4351  5.4769e-08   0.302     0.0121  1.0453     0.0121   -0.0034       0.0065
bmi_giant_2015.txt.sumstats.gz  iq_vu_2017.txt.sumstats.gz -0.1088  0.0251 -4.3369  1.4450e-05   0.194     0.0115  1.0149      0.009   -0.0002       0.0055
bmi_giant_2015.txt.sumstats.gz  irf_cam_2016.txt.sumstats.gz -0.0856  0.022 -3.9001  9.6162e-05  0.1099     0.0143  1.0309     0.0426    0.0059       0.0052
bmi_giant_2015.txt.sumstats.gz  ldl_glgc_2013.txt.sumstats.gz  0.0202  0.0275  0.7339  0.463  0.2117     0.0466  0.8637     0.0496    0.0428       0.0059
bmi_giant_2015.txt.sumstats.gz  lymph_cam_2016.txt.sumstats.gz -0.0469  0.0197 -2.3754  0.0175  0.1799     0.0146  0.9631     0.0213    0.0036        0.005
bmi_giant_2015.txt.sumstats.gz  lymph_p_cam_2016.txt.sumstats.gz  0.018  0.0201  0.8942  0.3712  0.1436     0.0114   0.961     0.0159    0.0049       0.0055
bmi_giant_2015.txt.sumstats.gz  mch_cam_2016.txt.sumstats.gz  0.0284  0.0197  1.4424  0.1492  0.2144     0.0254  0.9878     0.0417   -0.0002       0.0061
bmi_giant_2015.txt.sumstats.gz  mchc_cam_2016.txt.sumstats.gz -0.0359  0.0245 -1.4664  0.1425  0.0867       0.01  0.9839     0.0186    -0.002       0.0055
bmi_giant_2015.txt.sumstats.gz  mcv_cam_2016.txt.sumstats.gz  0.0462  0.0198  2.3321  0.0197  0.2281     0.0249  0.9887      0.038  2.1964e-05       0.0062
bmi_giant_2015.txt.sumstats.gz  mdd_pgc_mega_2013.txt.sumstats.gz -0.0354  0.047 -0.7531  0.4514  0.1592     0.0275  1.0097     0.0068    0.0045       0.0048
bmi_giant_2015.txt.sumstats.gz  mono_cam_2016.txt.sumstats.gz -0.0488  0.0221 -2.2109  0.027  0.1814     0.0203  1.0458      0.035    0.0013        0.006
bmi_giant_2015.txt.sumstats.gz  mono_p_cam_2016.txt.sumstats.gz  0.0096  0.0195  0.4935  0.6217  0.1638     0.0191  1.0298     0.0336 -3.0093e-05       0.0058
bmi_giant_2015.txt.sumstats.gz  mpv_cam_2016.txt.sumstats.gz  0.043  0.0175  2.4614  0.0138  0.2537     0.0374  1.0058     0.0528   -0.0008       0.0055
bmi_giant_2015.txt.sumstats.gz  myeloid_wbc_cam_2016.txt.sumstats.gz -0.0735  0.0235 -3.1342  0.0017   0.159     0.0184  0.9582     0.0226   -0.0023       0.0062
bmi_giant_2015.txt.sumstats.gz  neuroticism_ssgac_2016.txt.sumstats.gz -0.0065  0.0284 -0.2305  0.8177  0.0896      0.008  0.9873     0.0132    0.0038       0.0062
bmi_giant_2015.txt.sumstats.gz  neut_cam_2016.txt.sumstats.gz -0.0684  0.0237 -2.8822  0.0039  0.1543     0.0189  0.9535     0.0227   -0.0027       0.0063
bmi_giant_2015.txt.sumstats.gz  neut_eo_sum_cam_2016.txt.sumstats.gz -0.0709  0.0235 -3.0248  0.0025  0.1547     0.0188  0.9555     0.0226   -0.0028       0.0062
bmi_giant_2015.txt.sumstats.gz  neut_p_cam_2016.txt.sumstats.gz -0.0208  0.021 -0.9873  0.3235  0.1373     0.0118  0.9513     0.0173   -0.0035       0.0057
bmi_giant_2015.txt.sumstats.gz  neut_p_gran_cam_2016.txt.sumstats.gz -0.0167  0.0204 -0.8171  0.4139  0.1587     0.0188   0.944      0.024    0.0055       0.0056
bmi_giant_2015.txt.sumstats.gz  pct_cam_2016.txt.sumstats.gz -0.0638  0.0201 -3.1722  0.0015  0.1972     0.0176   1.009     0.0295    0.0015       0.0057
bmi_giant_2015.txt.sumstats.gz  pdw_cam_2016.txt.sumstats.gz -0.0004  0.0215 -0.018  0.9856   0.161     0.0204  0.9897     0.0349  4.2184e-05       0.0056
bmi_giant_2015.txt.sumstats.gz  plt_cam_2016.txt.sumstats.gz -0.0719  0.0202 -3.5596  0.0004  0.2207      0.018  0.9947       0.03    0.0009        0.006
bmi_giant_2015.txt.sumstats.gz  ra_okada_2014.txt.sumstats.gz  0.0473  0.027  1.7492  0.0803  0.1094     0.0153   0.947     0.0107    0.0031       0.0046
bmi_giant_2015.txt.sumstats.gz  rbc_cam_2016.txt.sumstats.gz -0.0713  0.0225 -3.1704  0.0015  0.1844     0.0184  0.9904     0.0268   -0.0004       0.0062
bmi_giant_2015.txt.sumstats.gz  rdw_cam_2016.txt.sumstats.gz  0.0614  0.0199  3.081  0.0021  0.1854     0.0235  0.9507     0.0295   -0.0071       0.0056
bmi_giant_2015.txt.sumstats.gz  ret_cam_2016.txt.sumstats.gz -0.1173  0.0197 -5.9625  2.4838e-09   0.162     0.0207  1.0167     0.0453   -0.0032       0.0055
bmi_giant_2015.txt.sumstats.gz  ret_p_cam_2016.txt.sumstats.gz -0.1011  0.0188 -5.3886  7.1004e-08  0.1615     0.0202  1.0119     0.0451   -0.0034       0.0053
bmi_giant_2015.txt.sumstats.gz  sbp_ukb_v1_2016.txt.sumstats.gz  0.1021  0.0294  3.4746  0.0005  0.1239     0.0079   1.017     0.0086    0.0043       0.0057
bmi_giant_2015.txt.sumstats.gz  scz_pgc_2014.txt.sumstats.gz -0.0896  0.0184 -4.8649  1.1451e-06  0.2388     0.0093  1.0454     0.0113     0.013       0.0058
bmi_giant_2015.txt.sumstats.gz  t2d_diagram_2017.txt.sumstats.gz  0.4736  0.0365  12.9748  1.7003e-38  0.0773     0.0059  0.9961     0.0107    0.0357       0.0056
bmi_giant_2015.txt.sumstats.gz  tg_glgc_2013.txt.sumstats.gz  0.1925  0.034  5.6657  1.4644e-08  0.2679     0.0571   0.755      0.035    0.1066       0.0055
bmi_giant_2015.txt.sumstats.gz  uc_iibdgc_2015.txt.sumstats.gz -0.105  0.0321 -3.2755  0.0011   0.238     0.0313  1.0528     0.0106    0.0084       0.0048
bmi_giant_2015.txt.sumstats.gz  ukbEUR_IPAQG_cojo.txt.sumstats.gz -0.1151  0.0229 -5.0348  4.7845e-07  0.0369      0.002  1.0156     0.0092   -0.0039       0.0056
bmi_giant_2015.txt.sumstats.gz  ukbEUR_SI_cojo.txt.sumstats.gz  0.1425  0.021  6.7726  1.2649e-11   0.099     0.0039  1.0321     0.0131    -0.003       0.0068
bmi_giant_2015.txt.sumstats.gz  wbc_cam_2016.txt.sumstats.gz -0.0775  0.0234 -3.3062  0.0009  0.1735     0.0172  0.9612     0.0223   -0.0005       0.0061
bmi_giant_2015.txt.sumstats.gz  well_being_ssgac_2016.txt.sumstats.gz -0.0104  0.0334 -0.3103  0.7563   0.036     0.0031  1.0025     0.0073   -0.0057       0.0054
bmi_giant_2015.txt.sumstats.gz  well_being_ssgac_2016_pruned.txt.sumstats.gz -0.0648  0.1662 -0.39  0.6965  0.1738     0.0182  7.2798     0.0698   -0.1556       0.0934
bmi_giant_2015.txt.sumstats.gz  whr_giant_2015.txt.sumstats.gz  0.5664  0.0295  19.1669  6.9969e-82  0.1014     0.0063  0.8299     0.0079    0.2619       0.0064
bmi_giant_2015.txt.sumstats.gz  whradjbmi_giant_2015.txt.sumstats.gz -0.08  0.0265 -3.02  0.0025  0.0919     0.0074   0.855     0.0093    0.0201       0.0049
dbp_ukb_v1_2016.txt.sumstats.gz  AD_meta2.smy.sumstats.gz -0.0313  0.064 -0.4902  0.624  0.0074     0.0037  1.0676     0.0449   -0.0075       0.0061
dbp_ukb_v1_2016.txt.sumstats.gz  GWAS_tanning_UKBB.ma.sumstats.gz  0.0149  0.0211  0.7064  0.4799  0.1549     0.0702  1.0035     0.0509   -0.0124       0.0042
dbp_ukb_v1_2016.txt.sumstats.gz  MEGASTROKE.1.AS.TRANS.out.sumstats.gz  0.3054  0.0524  5.8259  5.6811e-09   0.013     0.0012  1.0405     0.0069    0.0037       0.0054
dbp_ukb_v1_2016.txt.sumstats.gz  META_ANALYSIS_10K23_beta_se_correctGC1_pdgene_sharing_280317.ma.sumstats.gz -0.1196  0.0599 -1.9958  0.046  0.0398     0.0062  0.9859     0.0076    0.0029       0.0054
dbp_ukb_v1_2016.txt.sumstats.gz  alzheimers_igap_2013.txt.sumstats.gz -0.074  0.0723 -1.0233  0.3062  0.0441     0.0174    1.06     0.0228  8.3027e-05       0.0053
dbp_ukb_v1_2016.txt.sumstats.gz  amd_csg_2016.txt.sumstats.gz -0.0518  0.0332 -1.5618  0.1183  0.3789     0.1608  0.9224     0.0367    0.0016       0.0052
dbp_ukb_v1_2016.txt.sumstats.gz  asd_robinson_2015.txt.sumstats.gz -0.0949  0.0565 -1.6804  0.0929  0.1563     0.0179  0.9663     0.0066    0.0068       0.0051
dbp_ukb_v1_2016.txt.sumstats.gz  baso_cam_2016.txt.sumstats.gz  0.0306  0.043  0.7132  0.4757  0.0703     0.0096  1.0003     0.0175    0.0134       0.0056
dbp_ukb_v1_2016.txt.sumstats.gz  baso_neut_sum_cam_2016.txt.sumstats.gz  0.0357  0.0323  1.1062  0.2686  0.1585     0.0189  0.9576     0.0211    0.0235       0.0054
dbp_ukb_v1_2016.txt.sumstats.gz  baso_p_cam_2016.txt.sumstats.gz  0.0121  0.0455  0.2651  0.7909  0.0544     0.0093  1.0048     0.0183     0.004       0.0054
dbp_ukb_v1_2016.txt.sumstats.gz  baso_p_gran_cam_2016.txt.sumstats.gz  0.0008  0.0435  0.0194  0.9845  0.0565     0.0086  0.9998     0.0163    0.0034       0.0054
dbp_ukb_v1_2016.txt.sumstats.gz  bip_pgc_2014.txt.sumstats.gz -0.004  0.0481 -0.0827  0.9341   0.378      0.033  1.0227     0.0079   -0.0065       0.0057
dbp_ukb_v1_2016.txt.sumstats.gz  bmi_giant_2015.txt.sumstats.gz  0.2055  0.0272  7.5686  3.7722e-14  0.1382     0.0076  0.6456     0.0094    0.0063       0.0056
dbp_ukb_v1_2016.txt.sumstats.gz  cad_cardiogram_2015.txt.sumstats.gz  0.2491  0.0429  5.8023  6.5426e-09  0.0675      0.005  0.8839     0.0079    0.0014       0.0056
dbp_ukb_v1_2016.txt.sumstats.gz  cd_iibdgc_2015.txt.sumstats.gz  0.0284  0.0379  0.7496  0.4535  0.3745     0.0434  1.0234     0.0117   -0.0028       0.0048
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_ALLERGIC_RHINITIS_1000g_m01_u05_geno.txt.sumstats.gz -0.0287  0.0625 -0.4589  0.6463  0.0218      0.004  1.0038     0.0071   -0.0072       0.0053
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_ASTHMA_1000g_m01_u05_geno.txt.sumstats.gz  0.0925  0.0389  2.3782  0.0174   0.056     0.0062  1.0064     0.0099    0.0079       0.0052
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_CANCER_1000g_m01_u05_geno.txt.sumstats.gz -0.0607  0.054 -1.125  0.2606   0.025     0.0044   0.999     0.0083   -0.0075        0.005
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_CARD_1000g_m01_u05_geno.txt.sumstats.gz  0.3209  0.0511  6.2854  3.2704e-10  0.0313     0.0034  0.9963     0.0069   -0.0457       0.0052
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_DEPRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.0742  0.0592 -1.2531  0.2102   0.024     0.0032  1.0053     0.0065   -0.0119        0.005
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_DERMATOPHYTOSIS_1000g_m01_u05_geno.txt.sumstats.gz -0.0649  0.1008 -0.6437  0.5198  0.0179     0.0088  1.0008     0.0062    0.0041       0.0044
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_DIA2_1000g_m01_u05_geno.txt.sumstats.gz  0.2595  0.0427  6.0717  1.2659e-09  0.0516     0.0042  1.0418     0.0087   -0.0309       0.0053
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_DYSLIPID_1000g_m01_u05_geno.txt.sumstats.gz  0.2547  0.0406  6.2761  3.4713e-10  0.0696     0.0078  1.0275     0.0163   -0.0032       0.0054
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_HEMORRHOIDS_1000g_m01_u05_geno.txt.sumstats.gz -0.016  0.0849 -0.189  0.8501  0.0094     0.0032   1.002     0.0062    0.0013       0.0049
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_HERNIA_ABDOMINOPELVIC_1000g_m01_u05_geno.txt.sumstats.gz  0.1395  0.0657  2.1229  0.0338  0.0173     0.0036  1.0091     0.0066   -0.0114       0.0049
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_HYPER_1000g_m01_u05_geno.txt.sumstats.gz  0.6934  0.024  28.9057  1.0128e-183  0.1231      0.006  1.0168     0.0092    0.1827       0.0064
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_INSOMNIA_1000g_m01_u05_geno.txt.sumstats.gz -0.1102  0.0919 -1.1993  0.2304  0.0103     0.0027   0.992     0.0063    0.0042       0.0052
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_IRON_DEFICIENCY_1000g_m01_u05_geno.txt.sumstats.gz  0.2839  0.1486  1.9103  0.0561  0.0047     0.0026  1.0049     0.0063   -0.0187        0.005
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_IRRITABLE_BOWEL_1000g_m01_u05_geno.txt.sumstats.gz -0.0672  0.0861 -0.7799  0.4355  0.0103     0.0028     1.0     0.0063   -0.0029        0.005
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_MACDEGEN_1000g_m01_u05_geno.txt.sumstats.gz -0.0837  0.0715 -1.1698  0.2421  0.0132     0.0078  1.0071     0.0111    0.0025       0.0049
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_OSTIOA_1000g_m01_u05_geno.txt.sumstats.gz  0.0951  0.0482  1.9706  0.0488  0.0332     0.0035  1.0186     0.0069   -0.0001       0.0055
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_OSTIOP_1000g_m01_u05_geno.txt.sumstats.gz -0.1412  0.0594 -2.3788  0.0174  0.0248     0.0035  1.0088     0.0073   -0.0076       0.0053
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_PEPTIC_ULCERS_1000g_m01_u05_geno.txt.sumstats.gz -0.0442  0.1029 -0.4298  0.6673  0.0065     0.0028  0.9997      0.006    0.0038        0.005
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_PSYCHIATRIC_1000g_m01_u05_geno.txt.sumstats.gz  0.0512  0.0655  0.7816  0.4344  0.0169     0.0029  1.0071     0.0062   -0.0103       0.0051
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_PVD_1000g_m01_u05_geno.txt.sumstats.gz  0.2153  0.1095  1.9666  0.0492  0.0077     0.0027  1.0131     0.0061   -0.0011       0.0051
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_STRESS_1000g_m01_u05_geno.txt.sumstats.gz  0.0564  0.115  0.4905  0.6238  0.0056      0.003  0.9979     0.0065    0.0034       0.0048
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_SUM_DISEASES_1000g_m01_u05_geno.txt.sumstats.gz  0.4072  0.0325  12.5164  6.0722e-36  0.0807     0.0045  1.0316     0.0082    0.0297       0.0055
dbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_VARICOSE_VEINS_1000g_m01_u05_geno.txt.sumstats.gz  0.0474  0.0765  0.62  0.5353  0.0159     0.0032  1.0154     0.0078    -0.008       0.0051
dbp_ukb_v1_2016.txt.sumstats.gz  dbp_ukb_v1_2016.txt.sumstats.gz  1.0  2.0261e-07  4.9357e+06  0.0  0.1341     0.0081   1.015     0.0087     1.015       0.0087
dbp_ukb_v1_2016.txt.sumstats.gz  depressive_symptoms_ssgac_2016.txt.sumstats.gz  0.0572  0.0401  1.4277  0.1534  0.0469     0.0037  1.0013     0.0071    -0.009        0.005
dbp_ukb_v1_2016.txt.sumstats.gz  eduyears_ssgac_2016.txt.sumstats.gz -0.1787  0.0262 -6.8313  8.4165e-12  0.1131     0.0041  0.9274     0.0102   -0.0244       0.0051
dbp_ukb_v1_2016.txt.sumstats.gz  eduyears_ssgac_2016_pruned.txt.sumstats.gz -0.1392  0.3039 -0.4581  0.6469   0.465     0.0535  12.4782     0.2795    -0.901        0.343
dbp_ukb_v1_2016.txt.sumstats.gz  eo_baso_sum_cam_2016.txt.sumstats.gz  0.0461  0.0367  1.257  0.2087  0.1723     0.0191  0.9629     0.0239   -0.0174       0.0058
dbp_ukb_v1_2016.txt.sumstats.gz  eo_cam_2016.txt.sumstats.gz  0.045  0.0364  1.238  0.2157  0.1812     0.0201  0.9578     0.0253   -0.0212        0.006
dbp_ukb_v1_2016.txt.sumstats.gz  eo_p_cam_2016.txt.sumstats.gz  0.0338  0.0348  0.9735  0.3303  0.1756     0.0187  0.9561     0.0242   -0.0299       0.0059
dbp_ukb_v1_2016.txt.sumstats.gz  eo_p_gran_cam_2016.txt.sumstats.gz  0.0262  0.0348  0.7527  0.4517  0.1696     0.0179  0.9545     0.0229   -0.0301       0.0058
dbp_ukb_v1_2016.txt.sumstats.gz  gran_cam_2016.txt.sumstats.gz  0.0377  0.0327  1.1543  0.2484  0.1588     0.0187  0.9601      0.021    0.0224       0.0054
dbp_ukb_v1_2016.txt.sumstats.gz  gran_p_myeloid_wbc_cam_2016.txt.sumstats.gz -0.0036  0.0296 -0.1209  0.9038  0.1562     0.0179  1.0155     0.0301    0.0138       0.0058
dbp_ukb_v1_2016.txt.sumstats.gz  hct_cam_2016.txt.sumstats.gz  0.1491  0.0341  4.367  1.2598e-05  0.1297     0.0121  1.0121     0.0243    0.1264       0.0066
dbp_ukb_v1_2016.txt.sumstats.gz  hdl_glgc_2013.txt.sumstats.gz -0.1385  0.0294 -4.7155  2.4112e-06  0.2365     0.0346  0.8091     0.0262    0.0079       0.0058
dbp_ukb_v1_2016.txt.sumstats.gz  height_giant_2014.txt.sumstats.gz -0.0837  0.0246 -3.4007  0.0007  0.3414     0.0171    1.23     0.0302   -0.0003       0.0081
dbp_ukb_v1_2016.txt.sumstats.gz  hgb_cam_2016.txt.sumstats.gz  0.1529  0.0348  4.3987  1.0889e-05   0.129     0.0115  1.0108     0.0234    0.1275       0.0065
dbp_ukb_v1_2016.txt.sumstats.gz  hlr_cam_2016.txt.sumstats.gz  0.0265  0.036  0.7354  0.4621   0.165     0.0181  1.0216     0.0408    0.0396       0.0073
dbp_ukb_v1_2016.txt.sumstats.gz  hlr_p_cam_2016.txt.sumstats.gz  0.0065  0.0357  0.1828  0.855  0.1649     0.0176  1.0204     0.0409    0.0214       0.0072
dbp_ukb_v1_2016.txt.sumstats.gz  icv_enigma_2016.txt.sumstats.gz -0.0489  0.0499 -0.9798  0.3272  0.2447     0.0276  1.0238     0.0082   -0.0085       0.0051
dbp_ukb_v1_2016.txt.sumstats.gz  icv_reported_enigma_2016.txt.sumstats.gz  NA  NA  NA  NA     NA        NA     NA        NA       NA          NA
dbp_ukb_v1_2016.txt.sumstats.gz  input.sumstats.gz  0.0335  0.0512  0.6541  0.5131  0.0765      0.019  1.0239     0.0112   -0.0064       0.0055
dbp_ukb_v1_2016.txt.sumstats.gz  iq_ukb_bolt_2017.txt.sumstats.gz -0.1323  0.0274 -4.8354  1.3290e-06   0.301     0.0119  1.0472     0.0109     0.008       0.0059
dbp_ukb_v1_2016.txt.sumstats.gz  iq_vu_2017.txt.sumstats.gz -0.1374  0.0371 -3.7064  0.0002  0.1949     0.0106  1.0156      0.008   -0.0008       0.0053
dbp_ukb_v1_2016.txt.sumstats.gz  irf_cam_2016.txt.sumstats.gz  0.0233  0.0343  0.6812  0.4957  0.1174     0.0139   1.025     0.0366    0.0054        0.006
dbp_ukb_v1_2016.txt.sumstats.gz  ldl_glgc_2013.txt.sumstats.gz  0.0113  0.0337  0.3338  0.7385  0.2054     0.0476  0.8752     0.0504   -0.0065       0.0065
dbp_ukb_v1_2016.txt.sumstats.gz  lymph_cam_2016.txt.sumstats.gz  0.0165  0.0352  0.4688  0.6392  0.1786     0.0145  0.9726     0.0211    0.0106        0.006
dbp_ukb_v1_2016.txt.sumstats.gz  lymph_p_cam_2016.txt.sumstats.gz -0.0188  0.0316 -0.5948  0.552  0.1438     0.0111  0.9686     0.0156   -0.0093       0.0055
dbp_ukb_v1_2016.txt.sumstats.gz  mch_cam_2016.txt.sumstats.gz -0.0171  0.0311 -0.5501  0.5822  0.2206     0.0251  0.9997     0.0377   -0.0054        0.007
dbp_ukb_v1_2016.txt.sumstats.gz  mchc_cam_2016.txt.sumstats.gz  0.0131  0.0331  0.3967  0.6916   0.092     0.0103  0.9834     0.0182    0.0033       0.0049
dbp_ukb_v1_2016.txt.sumstats.gz  mcv_cam_2016.txt.sumstats.gz -0.0167  0.0291 -0.5717  0.5675  0.2362      0.025  0.9959     0.0343   -0.0116       0.0068
dbp_ukb_v1_2016.txt.sumstats.gz  mdd_pgc_mega_2013.txt.sumstats.gz  0.0083  0.0603  0.1371  0.891  0.1705     0.0263  1.0059     0.0062    0.0037        0.005
dbp_ukb_v1_2016.txt.sumstats.gz  mono_cam_2016.txt.sumstats.gz  0.0373  0.0293  1.2719  0.2034  0.1864     0.0217  1.0475     0.0339    0.0051       0.0056
dbp_ukb_v1_2016.txt.sumstats.gz  mono_p_cam_2016.txt.sumstats.gz  0.011  0.0297  0.3715  0.7103  0.1691     0.0208  1.0335     0.0351   -0.0116       0.0059
dbp_ukb_v1_2016.txt.sumstats.gz  mpv_cam_2016.txt.sumstats.gz  0.0214  0.028  0.762  0.4461   0.262     0.0383  1.0035     0.0474   -0.0191       0.0062
dbp_ukb_v1_2016.txt.sumstats.gz  myeloid_wbc_cam_2016.txt.sumstats.gz  0.0422  0.0326  1.2941  0.1956  0.1623     0.0179  0.9636     0.0205     0.022       0.0054
dbp_ukb_v1_2016.txt.sumstats.gz  neuroticism_ssgac_2016.txt.sumstats.gz -0.0003  0.0309 -0.0096  0.9923  0.0882     0.0074  0.9913     0.0117   -0.0127       0.0056
dbp_ukb_v1_2016.txt.sumstats.gz  neut_cam_2016.txt.sumstats.gz  0.0364  0.032  1.1383  0.255   0.158     0.0186  0.9578     0.0207    0.0231       0.0054
dbp_ukb_v1_2016.txt.sumstats.gz  neut_eo_sum_cam_2016.txt.sumstats.gz  0.0374  0.0324  1.1526  0.2491  0.1583     0.0185    0.96     0.0208    0.0223       0.0054
dbp_ukb_v1_2016.txt.sumstats.gz  neut_p_cam_2016.txt.sumstats.gz  0.0043  0.0322  0.1326  0.8945  0.1387     0.0117  0.9573     0.0163    0.0163       0.0055
dbp_ukb_v1_2016.txt.sumstats.gz  neut_p_gran_cam_2016.txt.sumstats.gz -0.0298  0.0347 -0.8573  0.3913  0.1589     0.0166  0.9526     0.0206    0.0288       0.0056
dbp_ukb_v1_2016.txt.sumstats.gz  pct_cam_2016.txt.sumstats.gz  0.0295  0.0323  0.9138  0.3608  0.2042     0.0172  1.0108     0.0247     0.021        0.006
